Original number: 155 current diff number: 0 , quantizated number: 155 , dequantizated number: 155 , decoded number: 155
Original number: 45 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 106865
Original number: 40 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 106870
Original number: 40 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 106870
Original number: 44 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 106874
Original number: 45 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 106875
Original number: 38 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 106882
Original number: 30 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 106890
Original number: 52 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 106912
Original number: 111 current diff number: 59 , quantizated number: 59 , dequantizated number: 59 , decoded number: 106971
Original number: 110 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 106972
Original number: 84 current diff number: 26 , quantizated number: 26 , dequantizated number: 26 , decoded number: 106998
Original number: 55 current diff number: 29 , quantizated number: 29 , dequantizated number: 29 , decoded number: 107027
Original number: 81 current diff number: 26 , quantizated number: 26 , dequantizated number: 26 , decoded number: 107053
Original number: 66 current diff number: 15 , quantizated number: 15 , dequantizated number: 15 , decoded number: 107068
Original number: 55 current diff number: 11 , quantizated number: 11 , dequantizated number: 11 , decoded number: 107079
Original number: 94 current diff number: 39 , quantizated number: 39 , dequantizated number: 39 , decoded number: 107118
Original number: 106 current diff number: 12 , quantizated number: 12 , dequantizated number: 12 , decoded number: 107130
Original number: 97 current diff number: 9 , quantizated number: 9 , dequantizated number: 9 , decoded number: 107139
Original number: 91 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 107145
Original number: 41 current diff number: 50 , quantizated number: 50 , dequantizated number: 50 , decoded number: 107195
Original number: 29 current diff number: 12 , quantizated number: 12 , dequantizated number: 12 , decoded number: 107207
Original number: 23 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 107213
Original number: 47 current diff number: 24 , quantizated number: 24 , dequantizated number: 24 , decoded number: 107237
Original number: 39 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 107245
Original number: 38 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107246
Original number: 37 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107247
Original number: 35 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 107249
Original number: 34 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107250
Original number: 113 current diff number: 79 , quantizated number: 79 , dequantizated number: 79 , decoded number: 107329
Original number: 127 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 107343
Original number: 138 current diff number: 11 , quantizated number: 11 , dequantizated number: 11 , decoded number: 107354
Original number: 147 current diff number: 9 , quantizated number: 9 , dequantizated number: 9 , decoded number: 107363
Original number: 147 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107363
Original number: 132 current diff number: 15 , quantizated number: 15 , dequantizated number: 15 , decoded number: 107378
Original number: 128 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 107382
Original number: 145 current diff number: 17 , quantizated number: 17 , dequantizated number: 17 , decoded number: 107399
Original number: 130 current diff number: 15 , quantizated number: 15 , dequantizated number: 15 , decoded number: 107414
Original number: 143 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 107427
Original number: 157 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 107441
Original number: 126 current diff number: 31 , quantizated number: 31 , dequantizated number: 31 , decoded number: 107472
Original number: 149 current diff number: 23 , quantizated number: 23 , dequantizated number: 23 , decoded number: 107495
Original number: 153 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 107499
Original number: 56 current diff number: 97 , quantizated number: 97 , dequantizated number: 97 , decoded number: 107596
Original number: 17 current diff number: 39 , quantizated number: 39 , dequantizated number: 39 , decoded number: 107635
Original number: 14 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 107638
Original number: 13 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107639
Original number: 12 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107640
Original number: 11 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107641
Original number: 11 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107641
Original number: 11 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107641
Original number: 12 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107642
Original number: 12 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107642
Original number: 13 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 107643
Original number: 15 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 107645
Original number: 13 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 107647
Original number: 14 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107648
Original number: 16 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 107650
Original number: 14 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 107652
Original number: 9 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 107657
Original number: 10 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107658
Original number: 15 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 107663
Original number: 11 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 107667
Original number: 17 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 107673
Original number: 18 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107674
Original number: 14 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 107678
Original number: 15 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 107679
